voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
1;1;2;1;1;1
4;3;8;3;6;3
18;14;13;49;27;36
86;11;20;25;11;15
0;0;4;0;1;0
22;18;45;22;15;53
2716;2589;3399;2376;1950;2521
1;0;1;6;1;4
1;2;0;0;1;2
263;374;188;316;263;372
1;1;1;1;0;0
112;137;111;103;125;128
534;944;864;869;660;1139
34;57;126;15;57;120
211;213;243;143;292;197
1;2;1;16;2;0
89;60;18;10;8;66
1;1;2;3;2;2
3;19;29;11;38;10
29;15;24;18;38;10
32;116;39;158;117;53
68;37;68;210;130;78
57;25;27;60;76;72
170;208;34;6005;10;5
3;8;15;8;34;18
497;647;655;644;717;926
0;0;0;0;0;0
16;45;0;40;12;0
63;7;2;67;130;79
0;1;1;2;2;0
273;248;309;451;368;224
187;89;210;82;123;166
1;1;1;1;1;1
3;3;3;4;3;2
71;0;94;9;5;5
53;33;61;53;45;69
382;647;522;440;568;606
129;38;228;223;105;120
240;373;227;219;237;267
64;62;56;111;58;76
1;1;1;0;0;3
7;5;7;0;3;0
168;66;151;1051;159;100
5;13;32;24;41;5
9;11;5;10;7;15
2;2;1;3;2;1
0;0;1;0;0;1
0;4;3;1;0;3
2;7;5;1;2;3
1;0;0;0;1;1
0;11;26;2;4;12
18;4;2;7;19;15
137;54;67;36;53;117
1;7;25;8;2;13
1;0;0;1;1;0
4;14;15;3;0;1
0;0;0;0;1;1
1;5;2;5;4;5
1;1;0;1;0;0
184;226;140;263;131;285
2;3;2;1;2;2
143;170;172;156;196;190
653;549;621;403;628;625
69;52;77;0;1;6
13;39;8;131;14;78
112;138;157;54;76;107
139;318;339;388;200;389
3379;3664;3661;4228;3691;2903
40;7;21;89;51;76
1;4;1;1;4;3
96;138;155;222;141;167
92;99;170;104;84;92
7;0;3;1;2;0
34;38;21;12;17;11
1;1;1;1;0;1
0;7;14;97;5;22
1180;953;1238;1821;1289;1301
34;71;74;94;13;121
1;1;1;1;1;1
416;259;102;142;233;117
24;42;48;12;24;32
1;1;2;0;0;1
93;162;106;133;146;271
26;140;203;511;250;273
216;123;166;67;143;108
0;39;0;1;0;0
77;75;75;58;43;52
5;9;1;35;26;17
27;64;65;101;32;22
4;0;0;2;3;0
45;89;108;42;103;28
9;3;1;2;12;5
1;1;1;1;1;1
170;48;95;101;264;35
0;0;1;7;3;1
1;10;0;1;2;2
91;73;76;64;103;121
1;0;0;0;0;1
423;536;698;357;317;454
3;7;3;5;3;4
48;82;0;13;2;20
66;50;3;28;44;21
6;2;2;5;7;4
3;3;4;2;4;4
16;4;19;28;22;29
257;8;11;11;6;7
250;398;595;472;548;439
915;434;444;449;409;627
4;24;25;10;10;5
6;1;5;2;4;0
3;2;2;2;1;1
17;15;39;20;67;26
1;1;1;1;1;1
1;2;8;3;5;1
42;31;33;38;52;12
1;1;1;1;1;1
141;82;54;152;148;133
2;13;19;4;3;8
48;62;85;95;107;62
124;316;83;243;127;196
178;119;240;108;91;60
1388;1224;1141;1315;1239;1037
136;97;299;248;35;70
380;607;324;412;373;581
111;63;99;111;117;45
29;61;20;58;64;36
40;37;32;28;57;14
1;1;1;0;1;0
429;608;505;654;632;309
24;3;1;0;18;1
14;33;0;27;11;18
26;30;50;28;21;14
36;9;13;13;19;8
0;0;1;0;1;0
2;2;2;1;1;1
1;1;1;1;1;1
615;241;453;246;537;283
2;1;2;2;1;3
2;2;3;2;1;1
0;1;0;0;0;1
171;229;208;200;202;110
72;121;112;176;72;202
167;75;109;103;49;178
397;339;185;145;353;211
112;88;62;59;63;87
53;19;14;29;80;82
910;825;990;894;919;800
155;147;127;104;85;109
2;1;0;3;3;1
5;1;9;30;3;6
73;120;91;50;31;69
8;2;5;6;5;1
5;17;8;1;5;26
4174;3545;4406;4805;3682;4479
0;1;0;0;0;4
2;5;1;39;4;7
88;76;80;92;39;60
608;633;379;665;551;828
1;1;1;1;1;1
252;156;304;352;381;197
104;45;51;188;169;105
10;38;25;33;2;0
1;1;1;1;1;1
283;325;262;223;351;359
30;15;9;8;11;16
1;1;4;3;9;7
8;3;1;6;11;3
160;91;246;204;130;127
1;1;3;3;1;3
122;16;122;71;72;168
83;68;44;14;18;34
1;2;1;1;1;1
105;371;156;176;327;314
5;5;8;7;7;1
1;1;1;1;1;1
48;182;72;43;110;27
7;1;7;5;15;12
3;19;29;28;24;25
105;130;80;158;239;66
156;120;203;135;251;309
14;24;13;27;7;30
4;1;13;2;16;1
36;95;149;64;75;125
1;2;2;2;1;1
2;1;0;2;0;0
16;12;17;17;4;9
266;380;251;143;141;187
64;88;42;58;52;90
1;0;0;0;1;0
279;281;462;280;303;203
114;65;52;39;34;96
4;14;7;7;8;5
14;49;31;14;16;27
124;204;202;122;108;115
50;17;26;56;32;75
1;1;9;0;2;1
151;60;79;26;111;53
1;1;2;1;2;2
2;9;0;23;2;0
5;9;1;9;6;4
2;0;41;2;29;129
3;0;0;0;4;2
1;3;4;2;2;13
222;210;267;315;189;380
31;23;3;20;21;31
1;1;1;0;1;1
1;1;1;1;1;1
272;1932;507;396;498;346
1;1;1;1;1;1
5;11;3;12;5;4
19;4;4;18;5;4
1782;1690;1737;2104;1381;1412
3;71;50;78;10;21
131;269;72;159;137;185
14;22;40;28;45;55
23;21;13;41;730;1
567;640;798;693;416;456
32;30;3;51;39;62
61;40;59;107;92;71
1;1;1;1;2;2
150;135;191;326;266;244
1;1;1;2;1;16
17;11;75;7;8;45
1;1;1;1;3;1
2;1;1;1;2;2
203;429;364;179;436;335
92;79;199;42;55;51
46;45;42;42;72;53
6;37;1;0;6;10
7083;4;13;37;0;201
1;1;1;1;1;0
63;114;152;119;115;132
6;1;1;1;0;1
14;51;35;37;57;79
13;5;42;12;12;7
7;1;5;3;3;6
72;37;82;140;54;122
1766;1270;1074;803;985;911
12;15;33;32;20;32
7;0;15;50;34;1
0;0;2;2;0;0
0;0;2;1;2;0
1;1;1;0;0;2
0;1;0;0;0;1
411;463;254;343;334;174
9;3;12;4;0;5
1119;633;623;913;610;858
12;2;4;4;6;26
35;48;15;22;22;38
143;175;133;292;97;142
114;252;113;195;225;196
14;47;64;7;45;43
132;123;181;151;125;150
344;152;296;193;377;261
23;5;75;0;10;44
1;1;1;1;1;1
442;483;338;448;376;389
53;77;61;45;24;33
15;13;3;21;15;10
25;50;26;4;36;20
10;16;5;13;22;14
1016;800;913;872;720;765
40;21;21;15;5;18
4;0;5;18;8;10
339;189;255;343;170;338
1;4;2;2;2;2
210;162;139;174;323;198
319;332;445;221;470;419
1;1;1;1;1;1
0;1;2;1;6;12
146;14;168;210;183;179
15;6;10;10;4;17
4194;4047;4127;4198;3542;3706
1;1;1;1;1;1
17;3;20;11;14;12
5;8;1;0;0;0
122;199;183;409;198;166
1970;2158;1657;2182;2321;1981
313;277;433;540;328;534
1;1;1;1;1;1
0;4;3;8;5;2
0;0;0;0;0;1
1368;1566;865;1512;1219;1397
8;74;22;54;51;39
17;18;18;17;22;30
1939;2194;2643;1900;1919;1539
23;20;14;4;5;5
2838;2165;2345;2876;2791;3475
11;4;5;1;11;10
197;64;99;324;148;156
37;63;77;63;91;126
287;282;441;207;431;653
0;0;0;0;1;0
29;21;28;8;7;54
21;1;6;14;3;14
9;10;35;28;37;15
16;0;12;6;7;2
6;5;2;3;4;3
233;65;93;80;143;68
94;94;97;74;56;155
732;710;677;515;536;637
1;1;1;1;1;0
18;3;5;11;12;0
3706;4004;4522;4548;4167;4611
2;4;7;3;3;2
80;119;129;141;132;152
367;522;847;575;960;538
5;7;1;9;8;12
1;21;4;2;1;3
6;7;2;11;14;5
23;74;26;39;24;73
9;2;13;9;76;1
3;18;24;4;7;20
4;9;11;11;6;4
8;5;3;11;10;4
218;318;226;287;477;253
20;43;26;15;9;45
20;42;22;35;60;46
294;145;281;260;129;281
1;10;1;2;10;3
5;0;0;0;2;14
1;0;2;0;1;0
445;291;363;414;304;241
29;2;2;1;2;3
2;6;2;2;0;0
0;0;4;0;0;0
20;29;104;20;17;24
27;51;32;25;17;20
8;19;1;7;27;7
0;4;0;0;0;1
45;77;58;150;62;91
44;109;101;63;36;125
472;903;716;487;552;604
16;36;68;34;40;14
274;313;193;414;210;224
2047;2314;1827;2141;1317;2809
3;1;1;1;0;0
480;937;582;754;911;974
271;511;338;239;184;259
253;194;97;125;115;152
160;121;113;85;161;186
2167;2224;1899;2471;1770;2181
93;46;101;41;166;93
23;112;93;67;64;66
3;1;5;2;9;5
0;0;1;0;1;2
1;1;0;0;2;0
29;68;111;44;63;77
29;81;60;62;211;42
360;189;199;152;166;219
15;4;1;6;1;11
283;299;259;101;90;212
12;11;15;5;8;4
350;353;298;330;364;202
551;347;288;395;325;337
18;19;15;9;10;9
10;11;1;5;4;21
36;79;36;19;26;71
55;70;23;80;43;108
1;0;1;1;1;0
167;185;121;104;154;182
0;0;0;2;1;0
0;2;0;15;5;49
25;23;28;64;20;29
158;146;149;49;138;79
226;220;107;272;67;195
82;2;0;87;0;10
84;174;77;208;209;215
0;19;15;27;20;1
89;165;258;123;117;121
1;1;0;0;1;0
19;11;19;12;23;2
0;1;1;0;0;1
12;21;55;14;16;14
6;1;1;0;1;0
1987;2315;1775;1996;2144;2009
148;172;236;54;130;46
127;45;124;8;24;45
1;1;1;1;1;1
1;2;1;1;1;1
4;4;1;6;4;6
43;29;13;18;12;53
6;0;5;0;0;9
16;33;10;10;63;20
85;113;61;51;30;96
3;0;1;1;3;5
153;299;212;113;394;241
35;181;170;108;170;131
1;3;15;26;1;1
1;1;1;1;1;1
239;63;347;212;269;137
0;2;0;2;1;0
741;1014;887;926;1291;585
2;1;2;1;2;1
11;6;0;15;0;1
115;169;133;182;95;59
578;493;642;542;278;616
255;152;328;188;253;413
1171;1429;1613;1035;1376;983
28;11;6;33;16;23
63;60;169;145;65;55
53;27;45;91;62;64
37;370;30;49;36;66
0;0;0;0;1;7
40;77;110;33;104;73
14;62;75;93;34;38
294;78;217;210;137;297
1;1;1;1;1;1
9;0;2;4;9;20
481;319;460;284;281;375
2;8;0;0;0;12
4;0;1;2;0;0
2;2;1;2;1;1
7;6;14;7;6;2
30;26;34;30;39;81
63;85;70;41;55;80
614;731;597;1129;1103;911
1;1;1;1;1;1
6;49;24;5;44;50
0;0;0;0;1;1
0;1;1;0;0;0
982;627;649;639;748;573
1;1;2;1;0;0
3;9;13;12;1;6
17;1;0;0;1;12
99;214;212;268;177;221
154;222;237;239;261;213
0;0;1;0;0;1
152;56;269;177;130;202
13;2;21;2;18;46
456;218;285;229;206;77
176;87;134;192;204;70
34;134;75;82;39;72
45;103;51;25;42;795
23;8;10;8;5;5
0;1;1;1;0;0
0;0;1;1;1;1
169;116;46;139;300;156
45;1;0;19;7;66
503;265;213;387;359;335
2;8;17;6;0;1
10;5;0;2;0;1
177;56;171;59;106;117
233;174;380;287;368;535
1;0;0;1;0;0
71;42;32;30;29;20
10;8;3;0;0;2
408;219;335;452;395;244
421;632;561;221;354;414
3;1;1;0;1;0
264;394;206;412;266;371
12;7;6;10;0;8
20;17;14;23;20;67
2;2;2;1;5;7
2;1;0;1;0;0
0;0;0;0;1;0
27;61;6;60;44;68
39;10;37;31;13;19
25;38;66;32;35;23
46;54;65;34;122;49
7;3;5;7;5;11
103;5;20;53;150;1
2;4;1;2;1;1
163;96;74;20;56;51
2;7;0;0;0;5
911;805;966;820;644;824
9;5;6;3;1;3
149;121;136;109;93;63
22;7;22;40;23;4
29;5;35;83;195;10
8;11;32;67;1;18
80;138;156;168;69;154
1;9;6;43;1;19
33;37;54;48;22;43
7;9;8;59;4;6
178;1127;215;352;200;219
13;0;36;1;8;3
142;136;137;312;201;98
32;10;19;11;59;34
3;5;3;2;6;1
11;2;0;0;0;1
0;1;10;4;9;3
294;284;272;208;236;243
29;141;139;82;76;232
25;34;52;50;15;90
2;514;20;28;10;22
4;0;0;1;1;0
17;22;11;5;14;11
18;1;17;35;0;0
22;70;41;82;77;6
23;19;4;26;28;30
118;214;127;255;318;285
1;0;2;0;0;0
2;4;6;7;2;5
12;61;0;14;30;6
2;1;1;0;0;0
0;2;1;4;0;0
360;497;312;454;288;431
5;3;34;3;1;2
1;0;0;1;0;0
392;307;445;439;169;381
3;2;2;3;5;1
5;17;8;9;7;13
44;203;207;74;263;99
0;18;1;2;4;28
6;11;5;6;2;3
1;1;1;3;2;1
2;0;0;2;0;0
1;2;0;0;0;3
0;0;0;0;0;0
25;44;15;7;25;30
546;734;563;136;444;273
1064;914;913;1205;855;1133
460;794;665;558;393;646
6;2;11;13;10;13
7;0;1;0;1;1
444;287;437;522;535;351
363;380;449;177;261;137
12;1;6;1;8;4
1;1;1;1;1;1
178;103;99;48;90;119
2;0;0;1;0;0
21;36;1;21;4;8
208;108;363;214;156;93
2;2;6;5;6;17
8;4;7;3;4;5
36;57;30;5;36;73
93;37;100;79;64;103
408;854;600;454;629;1158
1750;1875;1663;1689;1143;1615
4;4;10;10;21;11
37;1;3;10;2;8
1976;1457;1277;1248;1956;1416
17;6;25;47;6;21
1;1;1;1;1;1
1375;1316;1581;1283;1587;1259
1670;1882;2272;1456;1357;1196
17;96;0;44;22;21
108;20;62;84;106;130
9;4;2;5;5;6
1;1;0;1;0;1
97;48;62;109;63;83
2;2;0;0;1;0
74;72;226;256;147;139
251;415;376;368;439;238
53;228;98;145;107;135
26;54;54;15;25;67
3284;3142;3119;3733;3347;3053
3;0;3;7;0;6
1;1;0;0;2;1
1;1;1;1;0;0
1384;1398;1044;1164;1201;1051
140;64;83;58;121;78
3;4;2;2;5;5
5;115;0;67;42;1
1327;1397;1218;749;1514;1236
1;3;48;13;22;13
1;1;1;4;3;3
2;3;1;2;3;4
1;0;3;5;1;4
15;8;3;1;39;10
4723;5584;4358;5737;5184;5670
0;0;0;1;1;1
125;70;243;201;203;177
5;9;2;9;8;11
12;149;24;8;1;4
0;0;2;1;1;1
0;0;0;1;1;2
0;1;29;5;0;1
40;82;110;112;53;77
81;70;90;109;145;144
1338;1649;1354;1359;1273;1475
10;12;28;7;1;17
1;0;1;0;3;0
28;50;69;76;32;76
0;0;0;1;0;0
5;7;1;127;16;27
2;5;4;3;1;3
0;0;0;0;9;1
12;4;5;6;12;13
4;2;9;6;4;2
1047;978;830;1099;1037;1046
31;7;22;45;55;53
2;2;2;2;1;2
72;60;99;143;145;65
50;21;37;47;45;74
162;252;196;184;132;101
15;13;4;14;7;3
0;837;1;0;1;2
6;37;22;8;10;20
5;4;3;5;5;5
1;1;1;1;1;1
1;1;0;1;4;0
53;42;31;33;34;44
31;65;23;19;55;47
6;22;0;15;22;6
169;327;317;296;276;120
1;1;1;1;1;1
124;111;50;128;171;106
105;100;168;73;102;100
2;2;2;2;2;2
543;334;290;206;245;284
165;622;497;325;262;245
92;67;50;58;64;44
7;3;11;8;19;13
179;133;278;253;84;241
148;208;141;42;132;129
38;25;38;26;18;27
673;407;460;567;911;730
1;0;0;2;0;1
95;171;179;46;76;37
108;60;76;63;45;73
227;228;199;209;285;186
67;51;51;82;37;4615
59;6;40;1;20;3
1;7;5;5;2;4
8;0;18;132;13;118
435;347;538;271;656;314
0;0;1;0;1;1
82;230;60;69;47;123
149;145;166;212;97;229
248;128;146;159;47;173
379;609;337;355;300;628
360;390;621;367;342;467
1654;2361;1782;1693;2282;1420
3;1;54;46;0;5
113;86;131;119;79;123
70;51;68;19;51;17
40;76;109;27;97;61
1277;1095;1159;1057;641;1262
0;1;0;0;0;0
45;28;31;47;21;30
61;43;89;49;55;43
5;10;9;12;7;9
1;3;2;2;2;3
1;1;0;0;12;14
18;7;2;20;13;2
45;32;105;25;64;62
325;303;405;442;362;431
3;10;2;0;21;5
19;15;24;1;5;5
6;8;12;2;2;4
55;13;63;57;92;107
217;136;84;167;241;148
34;10;29;37;38;20
413;397;367;440;212;236
1;0;7;3;3;3
2;2;7;8;6;4
2;7;4;2;4;2
12;7;17;12;13;2
1;1;1;1;1;1
12;54;37;24;30;32
1;1;1;1;1;1
9;37;37;35;45;54
137;215;132;155;185;163
18;6;4;0;2;3
82;23;126;48;42;122
62;20;130;45;82;55
23;66;37;28;79;10
366;153;372;395;505;365
119;202;86;83;142;100
14;6;3;5;7;14
18;26;17;4;20;25
35;9;18;18;23;11
99;27;27;48;50;55
276;400;246;492;606;255
22;58;12;15;23;41
64;42;103;81;48;72
1402;632;1777;1778;1491;1775
1896;1255;2415;1891;1390;1888
0;0;0;0;1;1
1;1;2;1;1;1
27;46;17;66;4;51
11;1;6;8;6;8
12;13;48;19;28;27
1;1;0;1;1;1
55;127;126;129;130;47
989;520;914;731;896;1366
0;0;1;1;2;3
725;587;415;855;850;673
42;54;89;82;22;55
153;182;53;73;259;113
1;1;1;3;3;2
11;7;29;12;2;20
394;195;116;390;204;497
0;2;42;7;0;0
21;7;23;11;12;21
18;5;10;3;7;11
2;2;1;2;1;1
13;12;16;21;25;12
11;8;2;23;5;0
6;4;8;4;2;5
3;25;66;26;3;32
13;26;5;26;7;22
12;2;4;0;7;4
308;310;406;270;527;241
6;8;14;1;6;8
268;420;293;245;380;274
3;2;1;3;3;3
460;577;295;812;821;524
7;18;15;14;35;12
8;17;2;9;9;1
9;4;8;8;0;28
4;2;2;2;4;3
0;3;8;0;0;3
8;9;3;11;14;2
5;4;6;3;8;3
2;6;10;1;3;9
1;2;3;1;2;1
4017;4246;3613;4374;3469;5494
1;4;8;13;13;2
3;2;3;1;6;3
10;83;29;47;23;23
84;1314;71;193;74;65
19;64;154;66;38;31
76;115;139;67;79;95
112;74;70;22;28;63
3;10;86;10;3;3
374;183;546;361;262;346
429;258;398;205;350;368
3;24;42;21;11;12
54;66;84;41;41;28
1;0;0;2;0;0
0;30;39;1;11;138
51;13;33;24;30;13
759;635;429;437;450;343
23;29;8;7;21;21
0;3;1;1;4;2
0;0;0;0;0;1
144;112;168;129;89;282
6770;6446;6503;6218;2740;6393
217;274;291;169;442;292
105;188;67;74;99;115
278;275;160;127;334;311
0;2;0;1;0;1
0;0;1;0;0;0
268;439;450;253;292;414
84;156;180;252;161;132
502;238;386;453;473;374
1;1;1;1;1;1
87;71;788;106;99;76
267;302;278;337;293;214
72;89;34;127;102;132
4;3;3;4;3;3
23;71;35;52;60;54
18;14;5;13;24;3
1;3;4;6;10;0
1;0;0;0;0;0
0;0;13;13;23;0
218;117;144;262;163;315
2269;2223;1946;2510;1486;1538
159;64;43;51;41;149
9;8;20;3;11;5
0;0;0;0;1;0
175;186;166;176;176;111
725;807;361;772;557;873
185;1388;1071;1329;1291;1156
0;1;2;0;0;0
267;104;237;217;269;187
328;302;279;293;363;439
11;5;20;1;4;1
3;2;2;0;2;0
34;25;45;81;22;39
12;3;6;16;20;3
265;58;98;111;84;137
1;4;2;4;1;5
131;103;118;56;157;84
1;1;1;1;1;1
44;41;41;25;21;74
30;13;33;52;4;29
722;450;749;636;800;425
2;3;1;1;2;2
162;216;150;306;198;171
50;16;25;40;89;25
1;10;3;9;5;2
11;33;31;36;44;55
41;18;33;27;9;10
720;735;732;467;628;50
39;42;75;24;12;31
371;126;145;283;197;169
45;45;88;47;73;38
160;111;104;374;194;305
65;74;82;16;63;23
2;1;6;0;0;0
2;3;1;1;3;2
19;42;36;20;56;9
74;61;97;78;43;93
981;1114;1281;1065;1431;1057
1;8;1;2;3;5
0;4;16;5;7;36
4;3;1616;12;2;3
4;15;7;8;8;9
417;352;331;294;368;330
105;42;87;58;1745;77
910;699;437;657;832;328
61;165;81;115;93;211
108;148;130;149;99;122
66;108;136;158;88;101
271;167;169;145;129;103
1;1;1;1;1;1
180;121;168;297;313;50
0;0;2;2;0;0
288;284;233;76;177;226
0;0;0;1;4;0
1;2;2;6;1;1
225;196;247;25;149;155
64;3;30;35;35;26
137;104;220;164;157;138
38;17;37;20;7;31
0;11;1;5;8;26
32;52;23;30;19;15
6;4;7;10;5;1
443;571;496;730;546;604
0;1;1;0;1;0
10;14;2;17;21;27
8;9;4;3;3;10
7;190;10;26;13;16
5;11;14;1;15;16
11;0;3;4;3;0
2;16;4;16;2;24
36;22;115;155;127;100
11;2;4;0;50;2
651;440;340;488;545;411
53;53;102;38;41;54
27;31;38;32;50;44
132;61;182;189;72;122
18;35;6;17;34;34
26;12;22;8;0;17
1;1;1;1;1;1
714;824;767;607;596;755
1;11;17;4;5;7
1;1;0;1;1;1
25;1;32;35;11;24
12;7;21;9;15;12
19;13;5;13;15;15
7;0;19;26;7;9
20;32;61;27;41;10
0;0;1;1;3;1
8;3;0;0;14;17
589;392;475;578;551;360
14;19;19;15;21;32
0;1;0;0;2;0
113;2;16;6;1;0
163;100;103;166;195;160
69;21;59;37;45;69
344;331;546;243;241;162
69;146;88;135;65;132
2;16;46;10;45;5
0;11;9;3;22;4
10;11;6;29;12;10
940;871;986;822;1084;825
0;17;0;43;14;0
3;2;0;1;0;2
20;40;98;1153;2;1
63;115;44;141;160;65
112;153;33;39;104;112
491;456;490;739;696;566
7;10;0;42;41;32
121;127;227;105;264;216
11;9;0;12;31;13
37;78;67;40;25;31
227;175;161;171;247;299
7;14;22;14;16;18
1038;878;1189;1250;1011;1519
28;47;45;34;8;7
1;5;2;2;1;4
36;44;20;16;13;34
64;114;77;67;14;42
3498;118;66;55;69;114
240;78;203;186;282;176
486;317;404;385;701;440
147;356;354;264;250;358
1153;816;1301;1599;1318;1005
121;81;54;51;122;31
102;70;125;98;138;29
2;1;1;2;1;1
49;103;55;22;44;60
4;4;7;2;2;3
16;57;49;54;19;13
775;804;474;657;687;408
1;26;35;83;22;21
1;10;4;2;0;67
5;1;3;0;5;4
8;1;1;1;3;0
15;85;17;13;19;21
98;27;30;63;37;26
7;12;4;10;6;1
31;15;22;9;9;16
94;12;67;53;50;66
1;1;1;1;1;1
10;7;21;35;60;30
1;3;0;10;244;244
917;732;613;849;667;608
0;0;1;0;1;0
2;12;25;14;10;7
52;23;21;82;27;27
43;41;82;57;79;57
725;422;412;659;659;534
26;81;75;45;23;26
147;295;64;25;101;175
1;1;1;1;1;1
154;46;161;120;51;147
2;60;0;92;0;4
234;258;147;217;184;200
239;172;78;182;146;120
7;16;5;16;6;3
804;910;755;868;1057;904
134;225;161;132;94;137
136;104;188;167;248;366
0;0;0;0;1;0
1;0;0;0;0;0
1;1;1;1;1;1
37;83;172;196;88;78
1;3;0;1;0;9
93;102;121;115;66;32
0;0;0;0;0;1
0;1;0;0;1;1
310;419;206;181;379;404
1;0;1;0;2;0
60;168;188;199;128;118
6;0;3;2;8;6
56;37;19;56;50;36
1;28;19;10;19;55
130;232;239;246;93;114
296;305;394;282;246;448
0;0;0;2;0;1
35;68;34;34;66;5
17;48;53;67;19;39
79;11;61;103;49;75
45;30;54;47;59;57
230;392;204;355;280;276
194;178;146;131;248;97
601;785;674;588;611;378
507;484;746;701;622;602
3;2;2;3;3;3
17;42;74;8;18;60
1099;2836;903;500;1095;927
0;12;5;0;1;8
33;53;8;1;3;0
155;97;213;224;315;203
1;4;2;5;5;11
271;200;194;142;444;181
19;18;27;40;17;18
22;49;10;130;52;61
1;1;2;1;1;2
2;0;0;0;1;1
0;0;23;2;9;11
45;30;10;30;53;17
29;25;21;26;62;44
2;37;8;9;5;34
667;947;1030;645;462;656
531;469;345;440;286;203
7;64;16;26;22;12
35;43;19;46;72;34
91;20;78;117;83;35
17;4;5;6;11;27
341;401;467;465;680;437
43;71;114;33;149;59
3;8;12;11;7;5
77;32;124;74;73;150
1;1;6;0;0;0
1;3;1;0;0;3
41;34;16;12;54;58
3;10;11;2;8;14
42;14;74;35;41;63
3;3;12;3;9;19
1534;2621;1340;1194;997;891
1;5;2;1;1;3
658;872;813;683;430;601
51;81;201;45;119;52
1024;749;1052;816;713;825
1657;2008;1769;1742;1711;2239
1;0;4;0;3;2
99;171;87;136;155;73
4;179;192;7;0;102
110;121;174;111;90;184
0;0;1;0;0;3
19;43;10;46;59;63
21;8;20;6;6;21
1;0;1;1;0;1
1;46;17;1;26;3
59;6;0;1;3;28
9;1;2;26;4;3
86;45;66;22;37;50
3;18;5;1;2;8
199;125;56;47;45;156
1;1;1;1;1;1
29;21;1;30;39;18
1570;1161;624;757;1247;913
42;32;33;44;41;31
12;0;3;15;4;12
405;298;447;194;334;388
727;289;614;1103;710;623
2;1;1;1;2;3
22;55;58;23;46;66
1;1;1;1;1;0
1;3;5;1;3;1
1061;1434;1517;1049;1427;1381
0;3;0;0;0;0
13;17;17;13;3;6
633;1246;987;877;599;1060
15;1;6;12;2;1
203;115;210;231;330;165
1;2;7;3;9;6
2;2;3;3;2;3
130;139;174;220;134;34
537;432;459;640;483;400
143;12;23;0;0;0
611;840;971;739;876;593
322;281;85;202;280;126
19;0;14;0;3;0
75;102;30;37;61;47
1;7;0;1;8;3
2;2;5;7;6;1
5;9;13;16;6;14
240;227;58;1982;172;334
69;74;17;64;1;70
2;2;0;2;3;29
3;5;7;4;15;1
122;160;129;61;200;171
2;6;3;20;21;5
1;0;1;1;0;2
0;9;12;2;1;2
437;663;623;629;746;727
16;44;22;19;17;52
25;17;7;6;30;15
1;0;0;1;1;4
1;6;0;1;2;0
2;2;3;2;3;5
1;3;3;5;2;1
402;194;311;181;266;226
4;0;14;0;13;0
2;19;8;11;10;2
34;14;63;46;35;40
26;21;8;7;9;16
1901;1486;1516;1597;1155;1174
3;10;4;12;15;17
13;3;16;4;19;5
38;28;112;37;109;100
1;1;1;1;1;1
12;5;16;19;5;18
7;5;13;6;8;23
57;32;5;20;16;21
465;276;207;308;251;176
12;24;28;7;13;8
0;1;1;3;0;0
24;13;26;17;13;19
708;508;873;737;585;672
2;0;6;1;1;4
2;1;2;2;0;0
1021;1033;723;702;1366;1003
0;0;1;1;1;0
5;19;37;15;59;19
0;1;1;1;1;0
122;170;132;123;155;112
34;31;88;12;74;57
6;5;2;8;7;16
215;178;166;423;47;246
275;266;313;426;378;197
3;2;2;2;1;2
561;442;500;522;723;922
54;10;15;0;1;88
378;421;225;585;496;560
1403;1312;1568;1116;721;1277
2;1;2;3;2;4
2;0;1;0;3;4
10;6;2;5;8;3
7;0;10;1;1;2
5;6;22;46;18;14
6;1;26;15;24;56
5;11;12;0;3;3
1;62;23;23;15;40
1;1;1;1;1;1
3;17;3;3;0;9
481;574;432;557;508;385
30;16;20;25;22;12
231;400;252;414;315;170
7;43;95;0;55;1
64;25;89;36;36;64
349;87;205;539;175;385
635;518;890;838;517;692
73;44;96;65;163;98
13;1;4;1;10;7
217;388;184;381;111;221
405;241;311;173;211;199
62;117;72;63;180;94
9;12;3;5;4;6
8;44;46;40;35;76
39;22;27;15;48;33
30;5;29;13;16;3
121;170;167;100;87;131
24;21;15;27;63;10
1;2;3;0;3;0
48;12;89;76;49;15
8;10;18;4;4;12
19;10;4;1;1;1
287;250;213;292;204;143
3;0;0;0;1;7
306;491;321;555;288;341
9;0;15;6;10;12
184;280;224;142;241;210
1;1;0;0;1;0
45;16;18;59;31;42
18;26;38;4;27;8
34;51;22;36;3;16
5;4;3;0;0;0
57;28;65;98;60;44
648;753;593;746;716;1007
1;0;2;1;0;1
14;3;15;16;5;3
4;8;0;8;9;3
0;1;0;0;0;0
167;108;132;236;198;138
14;44;41;20;16;36
2;1;3;10;2;5
1;9;18;5;19;10
1;3;4;0;0;2
38;24;43;48;23;26
54;21;14;22;43;17
3;17;0;8;21;2
10;7;18;2;11;2
14;7;12;214;13;2
7;4;12;9;8;7
8;25;15;4;7;9
36;46;41;71;48;42
554;166;282;352;304;320
1;1;1;1;1;1
2;1;5;1;1;1
26;46;40;89;9;71
1;1;1;1;1;1
222;220;313;229;256;298
2;19;15;19;9;19
2;12;22;12;3;16
1;2;3;0;3;3
607;368;315;867;765;457
1;1;1;1;1;1
1;1;1;0;0;0
15;53;20;19;1;1
484;233;141;334;348;391
259;264;241;407;170;146
