voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
76;72;184;67;93;129
3;1;3;2;2;2
5;0;0;5;0;1
0;3;0;4;1;12
25;10;25;14;8;17
1;2;2;1;7;364
364;251;404;456;262;382
62;65;81;219;199;64
22;20;9;27;33;24
1852;2186;1873;1922;2598;1966
4;4;3;9;5;3
189;115;403;323;255;382
242;178;196;88;145;340
1;1;1;1;6;2
387;287;150;275;148;213
1;1;1;1;1;1
4997;4208;4424;3812;4835;4702
4;18;37;6;8;3
0;2;0;0;1;3
5;1;23;17;25;17
2;1;1;3;1;1
27;27;45;23;37;34
757;587;583;499;1013;709
356;364;194;233;163;194
116;52;73;43;65;119
2231;2150;1801;2000;2337;1872
0;2;4;11;4;5
1;1;3;3;1;2
29;31;0;56;17;1
0;0;0;0;0;0
7;4;11;6;9;7
202;77;151;249;298;379
8;30;7;9;25;13
737;646;768;615;923;826
177;157;184;211;133;176
0;0;0;1;0;0
763;724;927;966;590;399
13;33;32;15;9;37
164;296;297;131;109;353
5;8;3;0;0;0
412;281;138;384;355;374
2;2;1;1;1;1
2;0;5;1;4;0
8;3;4;3;8;1
253;223;281;166;242;292
2027;1819;1270;2028;2137;2068
82;194;214;258;311;133
137;82;53;165;61;98
38;60;29;37;123;2
12;10;12;8;13;19
36;38;43;32;105;36
0;0;0;0;0;0
6;18;2;4;0;12
9;1;5;11;5;14
81;70;59;86;81;47
3;23;15;7;10;14
33;54;27;15;12;33
296;244;197;236;236;562
2;2;2;1;2;1
3;6;3;5;7;11
13;13;12;3;4;33
20;46;12;11;15;1
12;23;23;20;27;58
185;165;267;270;248;238
2;7;8;0;31;1
4;33;7;5;11;3
176;83;115;110;132;99
27;15;14;7;25;30
0;0;3;2;0;0
9;5;4;5;1;6
322;176;298;224;242;244
44;70;40;81;19;42
184;333;298;361;284;359
0;0;0;0;0;1
40;107;71;226;58;209
1;1;1;1;2;2
23;8;0;6;34;45
0;9;33;3;17;37
607;569;1000;612;580;532
521;543;867;638;362;456
0;0;1;4;0;1
7;4;14;6;9;9
173;507;265;359;433;457
1;2;1;1;2;1
0;2;0;0;1;1
41;0;82;41;47;46
7;5;19;55;96;0
3;5;6;8;0;2
14;12;22;7;2;10
4;2;25;9;17;26
5;7;2;2;5;5
6;22;4;11;35;48
173;192;147;161;140;206
4;4;3;1;2;4
235;464;377;361;306;362
219;406;261;458;273;357
205;141;935;161;174;103
278;175;353;165;282;406
13;18;4;30;29;27
558;839;809;467;337;627
1;6;10;2;0;0
8;2;3;3;10;6
449;815;315;690;507;554
2;1;5;1;3;4
15;64;118;61;117;46
14;8;30;18;31;4
11;5;12;9;7;11
0;1;0;0;0;1
4;3;16;4;12;2
73;57;27;26;21;32
72;127;67;225;150;142
1223;1224;1595;1385;1313;1591
139;200;251;125;93;165
363;457;361;541;448;651
596;312;558;275;475;406
0;1;1;1;1;0
10;20;40;37;15;16
28;5;16;31;23;1
72;15;43;44;14;9
144;162;283;150;82;115
7;24;4;6;0;18
0;4;5;54;11;5
1;1;0;1;2;1
305;355;218;511;526;153
1;0;4;7;4;9
9;8;22;1;12;26
405;464;387;330;1455;237
4;1;3;4;2;2
1;0;0;1;0;1
100;113;156;172;181;82
152;110;243;114;88;134
27;10;17;11;25;8
0;1;0;0;0;0
824;230;531;817;390;443
244;311;316;515;103;177
29;12;11;43;25;22
9;49;7;59;16;56
11;34;9;24;10;43
21;31;33;46;53;57
2;1;1;1;2;1
7;4;17;23;25;8
20;10;55;39;21;56
1;0;3;0;4;1
633;438;556;928;399;255
24;15;25;12;12;24
71;55;8;36;70;44
318;327;306;420;296;227
146;194;540;465;315;517
50;29;24;44;21;12
129;210;148;145;157;163
1;0;1;0;1;1
655;444;576;345;510;594
261;434;453;447;242;459
0;5;4;1;5;1
23;13;23;21;34;12
428;273;576;726;314;515
9;3;3;4;6;3
0;9;9;39;27;15
20;13;17;1;8;12
16;13;21;5;1;17
95;242;207;221;179;232
1;1;1;1;1;1
133;193;394;217;195;185
27;36;12;16;32;87
274;31;88;25;56;52
3;1;5;4;2;3
0;0;1;0;0;0
9;24;5;5;9;15
30;8;5;7;0;1419
2;1;0;0;2;1
11;118;114;111;84;73
3;4;4;2;2;3
113;75;90;8;164;112
1;1;2;1;1;2
6;4;4;3;1;8
281;363;278;619;503;630
64;90;85;100;58;161
1;1;0;1;0;1
2;5;1;2;1;2
26;32;21;53;35;41
1;0;1;39;5;0
69;36;10;25;35;28
2171;1783;1696;1649;1703;1470
57;0;5;39;0;6
6;2;6;2;4;9
34;14;49;0;141;1
0;0;0;0;0;0
20;6;31;26;45;6
21;18;14;5;33;14
2;1;1;0;0;0
3;3;4;2;1;1
189;217;289;392;154;130
126;239;135;164;314;337
0;1;0;3;1;0
13;4;4;9;5;8
4;2;1;3;0;3
277;579;299;265;113;338
418;447;221;286;423;543
2;14;4;2;2;7
57;33;20;54;33;46
14;14;18;7;18;14
10;5;20;1;11;0
117;401;105;292;145;366
63;35;65;54;63;102
29;30;30;40;18;12
4;2;2;2;2;2
18;10;3;20;17;21
10;3;6;6;2;2
2;1;1;1;1;1
0;2;0;2;0;1
36;15;1;7;12;16
1;1;0;0;0;0
530;512;441;452;645;281
3;14;27;22;35;30
1;1;1;1;1;1
392;570;556;340;482;537
4;2;5;4;2;1
10;12;13;16;10;46
0;0;1;4;0;0
317;362;245;506;350;302
1;1;1;1;1;1
28;71;38;17;25;73
157;94;22;148;88;40
1;0;2;0;1;1
2;2;2;2;1;1
228;410;228;403;394;307
20;31;17;43;10;27
56;112;85;83;29;25
6;11;10;7;18;5
9;37;0;16;139;262
56;97;48;156;92;29
24;17;19;32;43;5
0;1;2;1;0;2
93;43;52;84;61;40
6;1;6;4;2;4
4;5;23;18;2;15
1;2;1;2;2;1
1;1;1;1;1;1
0;17;1;19;9;0
731;761;484;848;531;1028
7;4;1;5;2;1
573;425;358;633;427;426
745;716;723;428;428;507
1;1;1;1;1;2
4;17;0;1;0;5
42;9;21;8;4;0
116;60;98;247;103;65
86;78;47;78;74;102
1;0;0;0;0;0
1;2;1;1;3;7
2;1;3;5;0;3
22;19;15;16;18;7
53;27;10;31;46;56
365;324;323;448;377;400
1;1;1;1;1;1
0;1;3;1;0;3
98;261;210;142;182;454
6;6;2;4;1;3
1;1;7;0;4;0
4;0;2;3;6;10
105;14;8;119;83;79
624;387;411;205;230;204
0;1;1;1;1;1
0;7;0;14;8;15
0;105;72;45;20;6
3;2;28;4;3;128
19;3;5;15;4;7
801;1296;711;1093;845;729
2;2;2;2;1;1
96;40;46;29;44;83
23;116;52;117;45;38
182;316;308;254;415;288
183;125;141;88;90;60
7;0;3;0;1;0
151;90;126;234;100;55
6;0;0;0;0;0
74;157;108;114;93;112
80;107;45;121;110;79
192;378;170;234;231;264
14;12;23;16;15;7
85;170;66;101;111;121
136;52;124;110;67;75
83;64;69;69;171;158
16;7;12;13;3;5
430;475;427;311;617;426
22;15;22;14;35;18
3;2;27;10;130;0
15;2;2;2;4;25
109;87;153;111;199;102
1;1;0;1;1;0
2;1;1;2;2;1
1;1;1;1;1;1
28;91;94;76;117;95
47;45;66;45;42;36
1186;943;1201;1207;802;981
6;2;6;4;7;4
119;193;109;225;134;20
24;119;52;111;157;135
42;68;33;36;31;72
2;2;2;1;1;2
0;1;0;33;0;0
38;59;36;32;55;32
1038;850;962;1005;902;647
872;615;685;503;694;725
29;5;16;10;12;4
3;7;3;5;2;3
0;1;3;32;2;2
3;36;0;6;5;25
17;39;41;22;39;56
158;177;179;125;76;154
32;0;52;24;18;30
113;103;50;51;52;139
198;151;93;190;121;239
189;45;207;79;27;110
8;18;10;1;2;6
3;4;1;5;4;3
1;0;0;6;2;6
38;20;9;55;50;47
168;396;174;359;296;233
0;0;0;3;0;0
15;20;1;4;27;16
21;8;26;45;43;26
7;17;10;0;5;0
72;30;80;67;62;68
281;239;261;517;290;375
29;117;45;43;129;29
757;961;702;682;866;560
114;146;141;171;170;210
1;7;7;5;5;4
150;2;4;1;39;10
5;3;5;7;4;9
1211;1671;1518;1457;1360;1433
1;0;55;4;2;0
29;24;28;44;4;23
86;83;263;115;119;58
384;356;397;265;238;454
4;8;5;8;6;2
570;653;660;775;482;815
3;6;5;1;1;7
37;18;36;1;18;0
1;1;1;0;0;1
61;67;51;45;25;29
88;58;135;42;170;82
38;7;32;11;54;13
378;180;290;285;184;110
3;7;6;12;13;3
1;1;1;1;1;1
6077;5123;5770;5090;4532;4718
163;264;149;180;156;209
0;8;0;0;1;0
0;2;0;1;1;0
1;5;1;2;2;4
293;317;268;255;182;309
59;21;42;82;74;33
1;3;2;3;3;2
62;38;59;108;27;33
452;600;746;294;532;654
4;9;6;17;81;5
978;903;1264;811;735;991
200;141;180;116;73;174
52;16;1;0;12;8
11;26;10;8;12;16
1040;3;116;5;11;81
993;776;538;735;706;845
588;472;519;3600;480;613
551;6;493;283;377;351
1;7;5;6;4;4
202;134;157;171;67;118
3660;3279;3101;4055;2984;3767
460;407;384;311;330;457
99;92;162;12;32;96
63;129;58;46;56;86
22;46;25;47;42;17
0;0;1;0;1;0
500;359;495;396;223;359
102;3;53;4;5;32
32;16;9;55;18;31
0;1;1;0;6;2
0;57;25;26;29;44
32;20;28;27;21;47
1;1;1;1;1;2
0;2;0;5;2;2
1;2;1;2;1;1
6;2;6;3;12;2
159;273;404;318;294;409
130;220;370;295;214;332
3;13;22;7;9;14
13;28;6;26;21;1
22;77;40;19;43;5
1;2;0;0;0;0
17;4;10;6;12;19
245;308;320;190;234;335
143;55;40;147;121;120
16;2;4;4;4;9
371;247;586;361;514;358
35;115;2;63;65;19
75;35;131;59;88;84
2;3;3;12;6;4
49;33;4;68;60;2
122;108;55;134;94;44
20;25;19;9;4;31
233;612;526;347;425;498
943;1366;1258;849;682;924
1113;1158;789;1118;1603;892
23;29;21;16;1;6
7;14;44;0;5;4
0;1;0;1;2;0
34;31;36;39;26;46
44;9;17;0;0;62
394;325;538;459;282;253
48;66;35;21;16;58
0;0;2;2;1;3
0;0;2;4;0;0
139;240;353;222;434;185
54;21;12;20;17;17
1;2;8;3;6;5
1361;187;10;272;67;105
7;2;3;6;1;3
1;1;0;2;0;1
63;104;5;81;116;40
0;0;0;0;0;2
172;323;77;233;119;129
10;0;0;2;0;25
1;3;11;10;0;19
3;7;2;28;15;24
0;2;4;19;3;14
112;79;95;91;115;63
9;8;37;12;28;11
15;11;28;33;56;32
355;496;544;581;379;358
4;7;23;26;6;23
14;50;15;93;77;62
3;93;44;0;48;6
34;134;33;106;49;68
1;0;0;1;1;2
829;799;694;1001;1045;1032
93;63;98;21;20;112
3;34;3;0;3;2
3;2;2;3;2;4
57;189;116;125;143;168
472;529;555;860;512;1013
78;45;70;50;51;35
0;3;0;0;1;3
279;172;395;153;207;331
982;819;918;834;946;942
89;216;110;77;294;115
23;35;61;60;53;42
1;3;5;2;5;3
820;1402;1129;1239;1257;1038
0;2;8;0;0;3
23;9;58;45;42;22
6;5;5;2;0;11
18;12;20;18;21;19
8;11;3;0;2;6
93;105;35;124;84;22
1;2;2;2;2;4
37;35;100;9;39;37
10;41;3;2;0;5
15;64;19;12;12;33
21;39;22;20;23;4
1;1;0;0;1;1
8;0;2;3;0;2
509;468;423;242;310;766
65;115;97;86;73;46
6;14;3;16;18;17
4;5;6;12;17;14
840;809;799;816;1032;598
1;1;1;1;1;1
12;6;2;2;1;10
223;421;321;405;494;443
15;10;10;10;1;2
1;4;1;0;0;0
1;1;1;1;1;1
7;6;1;0;0;0
5;0;19;15;8;28
11;8;8;5;17;7
1207;1250;1502;1444;1630;1572
27;51;100;88;54;95
3;18;1;13;4;4
18;12;24;4;9;12
1;1;1;0;1;1
94;184;97;186;174;212
117;0;3;0;3;11
1;0;0;1;0;1
570;1019;666;624;452;740
3;3;1;0;4;2
9;7;18;10;8;5
0;1;2;0;0;0
4;16;4;24;10;9
0;13;15;16;5;19
17;25;5;12;18;23
11;7;4;1;9;6
118;125;106;156;73;126
11;5;12;11;9;16
2636;2749;2351;2389;2598;3278
0;1;0;0;7;0
471;310;329;252;234;148
0;17;29;0;2;3
69;57;161;84;121;116
86;245;165;251;301;290
33;25;19;15;33;13
10;4;9;3;20;3
1543;1785;1111;1632;1347;1197
5;0;6;3;3;5
0;0;2;2;3;0
9;1;1;3;0;0
15;2;6;5;9;1
39;26;29;40;106;82
85;6;162;96;63;11
952;1324;980;986;957;1312
2;2;4;11;1;1
1;2;1;1;1;3
5;0;9;0;5;1
150;185;125;55;87;188
707;871;1105;1076;1063;1150
109;150;103;127;186;193
33;68;45;23;41;144
92;35;102;59;70;180
250;158;154;137;98;181
145;170;246;272;171;125
10;19;2;72;41;7
1;2;2;5;1;2
482;267;624;508;271;356
0;0;0;156;4;0
17;19;5;4;2;0
0;0;0;0;0;0
2;6;4;4;2;7
22;30;20;6;16;20
1;2;4;0;5;2
684;730;957;722;862;743
47;24;23;22;40;23
793;687;329;808;817;610
1;1;1;1;1;1
45;43;49;21;47;33
1;1;1;1;1;1
3;0;3;4;2;4
43;73;41;36;32;3
58;34;45;5;13;128
152;237;170;257;234;159
16;31;54;34;32;18
3;28;16;35;42;26
100;216;117;101;108;71
307;202;251;165;207;335
24;43;78;88;41;53
1;18;104;7;49;17
60;42;32;72;77;70
16;13;2;1;28;4
1;1;1;20;1;5
51;286;104;197;73;379
292;344;354;226;306;327
2;9;8;11;20;11
3;2;2;1;3;1
9;14;28;9;0;97
65;17;63;39;26;51
47;47;37;12;21;26
1;0;1;0;1;0
3629;3349;2955;3286;4174;4107
113;64;64;41;79;103
28;37;34;44;21;59
2330;2294;1701;2935;1989;2997
305;416;338;209;235;399
1;1;1;1;1;1
315;177;64;108;144;193
315;592;631;265;500;274
147;100;200;122;91;84
1;1;0;0;1;1
1013;820;1452;1049;1187;619
162;141;182;99;46;38
180;177;280;355;231;434
1451;1629;948;854;1183;971
7;9;12;16;8;3
3;2;1;2;3;0
128;157;263;300;322;139
1;1;1;4;1;2
390;584;428;373;657;320
645;451;298;414;653;488
14;1;1;64;1;2
0;1;1;1;0;2
0;0;0;1;2;4
65;254;106;72;174;114
4;5;0;3;21;4
41;55;68;22;41;43
50;82;33;504;31;68
1;5;7;8;24;3
217;194;294;303;310;297
4;5;2;2;5;2
9;8;3;9;2;8
0;4;2;1;0;2
219;295;236;285;283;440
1;1;1;1;1;1
5;8;10;5;5;1
1;1;0;1;0;0
14;4;5;39;32;22
12;6;7;11;27;21
63;81;22;8;60;78
0;15;8;2;3;0
98;20;124;153;57;109
25;62;11;51;56;26
0;2;26;4;8;27
471;379;475;534;567;478
78;53;36;36;21;5
31;64;72;55;35;44
3;6;35;15;29;33
194;124;494;306;152;266
50;31;22;67;21;31
80;24;33;47;102;16
149;67;56;99;155;70
2;0;1;0;0;0
8;0;3;3;45;7
23;27;11;21;33;55
27;19;24;21;6;14
2;4;4;3;5;1
0;0;5;0;1;2
38;113;70;61;58;16
1889;2436;2104;1707;2301;1514
25;38;4;2;43;20
1;1;1;2;1;1
470;352;349;567;268;355
18;6;11;11;14;5
355;110;118;111;122;213
10;7;12;9;3;2
200;575;176;236;227;237
1148;2248;1681;1748;1712;1440
3;4;4;5;5;2
118;121;125;184;134;121
82;100;221;51;177;47
0;0;5;6;3;0
245;234;356;225;301;315
32;70;69;115;42;112
7;0;0;0;1;1
2;0;0;1;1;0
2;2;0;0;0;1
2;2;2;2;2;1
29;106;42;80;98;57
740;390;516;646;483;698
2327;2585;3410;2837;1990;3033
0;0;0;0;0;0
114;180;130;78;69;139
1;1;1;1;1;1
4;2;4;2;0;4
300;388;623;648;210;643
1;0;1;0;0;1
663;342;585;298;355;513
2;2;2;2;3;2
7;157;22;10;3;1
1;1;1;0;1;0
55;57;113;40;18;19
9;13;7;10;19;15
253;270;291;172;238;341
160;5;24;6;38;14
38;27;28;2;10;56
164;177;62;123;88;170
535;580;438;894;423;394
1;13;1;16;2;7
7;100;45;55;50;35
13;2;13;8;4;0
797;441;427;654;567;568
2;8;6;3;6;7
0;487;31;21;1;19
398;345;154;393;227;468
71;144;131;233;130;158
1;0;1;0;0;0
0;0;0;0;1;1
3;5;2;2;3;1
14;3;9;0;0;0
399;492;499;727;381;739
24;3;10;15;86;42
1;4;2;8;1;2
17;14;2;25;5;26
8;17;9;15;48;17
244;255;204;341;299;337
1;29;20;20;11;50
42;0;4;1;0;12
1;1;1;1;1;1
1;1;1;1;1;1
1;15;12;0;5;13
189;201;228;131;237;263
1258;543;1320;1476;1887;1294
1;0;1;0;0;1
0;2;0;0;1;1
2;0;3;2;1;2
3;3;3;1;3;3
0;0;0;1;1;2
414;489;627;328;676;538
122;148;150;148;90;206
125;169;154;108;289;197
185;42;118;56;142;137
373;455;784;573;770;855
1726;1945;1438;1610;1367;1819
492;255;529;669;594;365
1187;1886;2002;1451;1748;1558
106;51;23;46;33;60
8;11;6;8;9;8
50;12;17;35;33;84
0;0;2;1;1;2
8;3;4;2;6;2
89;155;65;49;61;141
2;1;2;1;2;1
101;50;181;140;180;83
3;6;5;4;4;5
10;12;6;31;12;11
1408;972;828;1225;1562;1434
15;12;19;36;12;3
6;10;3;14;23;4
21;35;2;15;24;60
93;43;39;55;18;61
2;3;1;2;3;4
1;1;1;1;1;1
22;118;85;24;31;49
4;1;4;18;15;10
586;551;391;532;491;464
2;2;2;1;2;3
0;11;15;13;9;6
68;65;72;66;87;51
33;29;51;29;22;28
40;18;39;43;28;37
222;194;63;98;87;160
21;14;54;1;26;38
1;4;12;12;3;4
311;362;117;301;133;442
50;93;46;41;65;73
2;2;0;1;0;0
86;94;78;21;69;49
1;1;2;2;2;3
1;7;7;12;1;6
1;1;1;2;1;2
167;213;230;178;69;142
34;27;38;7;15;46
1;1;1;1;0;1
15;1;10;15;20;21
91;40;63;72;87;130
83;114;43;100;82;153
7;9;9;10;7;7
1;0;0;6;0;7
933;722;937;1031;981;1401
208;151;68;105;172;160
76;43;50;88;80;65
1788;1675;1833;1499;1847;1755
199;117;120;98;69;60
950;944;1057;1035;1036;1062
4;7;8;2;10;3
0;4;0;20;2;0
121;129;200;236;80;231
19;12;5;19;19;5
24;26;14;26;5;1
2;0;4;4;3;3
3;3;2;2;3;2
908;1402;643;988;985;683
1045;402;834;800;602;870
898;696;720;601;834;644
3;2;4;2;2;2
43;24;8;47;11;9
429;122;359;244;180;296
183;82;278;122;227;171
2;6;2;4;6;4
140;296;118;244;125;179
134;76;174;54;59;195
4;12;1;0;0;1
1;1;1;1;1;1
316;119;240;94;151;132
0;1;6;0;21;1
19;9;5;7;0;3
38;68;34;98;84;145
21;22;57;57;353;22
5;4;5;1;9;1
5;8;4;88;2;10
45;90;85;122;68;166
350;281;224;254;217;207
1;0;0;0;0;0
111;33;85;56;64;117
24;33;31;48;37;29
17;45;5;42;30;26
907;905;1185;887;925;774
0;0;1;1;1;0
6;3;13;8;9;38
2;8;11;7;15;22
16;12;22;13;9;7
676;504;560;682;218;542
78;85;85;16;152;158
1;0;0;1;0;0
21;26;34;41;33;9
1;0;1;0;1;0
1;1;1;1;1;1
60;64;72;277;99;67
35;21;21;27;25;35
23;18;66;25;30;61
0;10;19;12;1;0
64;81;92;54;37;805
0;0;5;8;2;8
58;80;82;32;113;178
2;1;0;0;1;5
3;1;1;14;1;6
4;6;6;3;4;4
1;2;2;4;3;2
77;47;39;42;31;56
1;1;1;1;1;1
0;10;0;2;1;134
1071;1262;783;1022;804;1139
0;1;1;13;4;6
1;6;10;1;0;0
11;3;0;11;1;2
55;91;98;60;6;51
2;1;1;2;2;2
169;185;67;301;138;197
0;0;1;0;1;0
3;9;4;32;6;29
163;58;169;34;50;94
17;53;22;32;29;11
5;8;9;2;7;9
3;3;2;3;3;4
25;30;61;74;35;22
1;2;0;0;0;0
2;1;1;1;8;1
1;1;2;2;2;1
1;1;2;2;2;1
2472;30;370;1;30;302
181;295;304;293;216;382
33;90;196;93;156;168
1181;764;880;814;488;410
38;19;2;14;10;9
23;19;46;16;2;6
53;44;33;37;67;21
0;1;0;2;4;0
316;502;264;545;209;224
97;109;69;50;141;117
48;60;42;83;36;121
17;15;11;5;10;13
1;1;1;1;1;1
136;269;285;228;177;248
256;96;70;353;173;158
4;0;0;0;2;0
26;12;9;18;52;15
19;23;37;7;27;20
55;50;86;31;42;40
189;96;175;209;65;91
56;59;107;74;107;91
147;193;136;75;151;161
52;68;25;18;78;34
30;36;43;9;30;31
17;25;19;11;4;14
19;7;6;1;9;17
4;3;6;1;0;1
2;3;5;2;4;77
49;26;28;20;50;44
1;1;0;2;2;2
13;6;1;3;1;0
716;1018;732;847;561;788
536;367;528;456;188;440
375;212;280;163;173;290
4;6;5;8;6;5
153;121;89;44;140;57
7;8;3;13;12;2
3;1;0;6;1;0
123;70;155;118;128;125
13;13;8;2;20;7
2;25;12;3;1;2
19;9;8;4;16;8
9;27;22;41;63;20
181;130;171;134;146;209
623;595;717;578;528;749
2;3;4;1;3;0
496;341;365;335;206;239
29;109;63;29;36;29
49;12;20;13;10;11
43;51;46;40;76;55
1;2;3;1;3;3
4;27;23;9;4;13
1038;1358;1155;1477;1160;1453
2;1;1;3;2;1
1;1;1;1;1;1
7;6;7;1;0;8
38;3;59;19;22;33
78;8;34;23;35;2
23;32;48;21;28;25
52;36;26;10;13;51
9;1;4;5;5;1
2;1;2;2;2;2
173;384;194;286;185;263
4;10;2;5;7;3
4;6;7;5;1;2
703;500;702;509;358;496
0;0;0;0;0;0
21;10;24;36;13;16
73;105;206;164;168;79
2;0;0;0;0;0
488;248;318;259;575;491
0;0;6;0;0;6
7022;5816;7615;5919;7462;7370
750;554;527;455;298;664
248;161;239;101;156;218
500;726;594;489;243;269
36;121;32;209;81;112
6;9;6;4;4;2
5;0;4;1;0;8
0;0;0;0;3;0
56;62;96;39;111;102
4;43;18;32;69;56
501;282;548;335;397;440
273;305;221;407;252;244
377;392;388;319;576;380
48;45;37;1205;30;36
11;16;12;34;20;34
14;15;2;31;16;3
4;20;9;14;50;16
243;234;128;408;158;202
2;0;4;8;0;25
38;28;44;73;55;22
1;8;4;8;0;1
14;0;9;5;12;7
1;1;1;1;1;1
1;4;1;2;0;3
31;85;188;88;91;50
1;1;1;1;1;1
134;74;109;60;55;159
0;0;8;2;2;2
1;1;1;1;0;1
0;1;0;1;0;0
842;721;900;713;935;695
73;38;41;28;34;10
26;9;25;16;23;22
36;57;59;27;77;27
1;1;1;1;1;1
611;677;1253;1035;586;1032
17;52;9;53;82;20
945;1037;706;591;570;466
11;4;9;5;9;0
1;1;1;0;1;1
1;2;5;0;5;3
9;9;6;5;4;7
78;150;95;68;101;134
394;626;319;374;573;356
28;8;9;13;5;11
123;49;88;37;61;65
1;1;1;1;1;1
1;2;1;1;0;1
15;7;8;5;2;3
75;17;107;18;115;61
12;24;74;27;116;15
1;5;2;0;3;0
26;21;13;28;15;42
1;1;1;2;2;1
377;739;876;942;499;552
84;59;107;67;46;85
24;23;53;39;87;17
86;79;83;277;91;66
0;1;1;1;1;1
829;852;857;730;799;902
2;1;1;2;2;2
1;0;9;0;0;0
38;58;11;6;86;66
7;0;1;1;0;1
55;49;11;100;49;2
0;0;0;2;0;1
292;279;213;254;340;213
439;632;690;862;755;670
219;151;123;327;226;310
29;10;16;32;4;1
1;0;0;0;1;0
1;1;1;1;1;1
35;55;57;37;57;102
2;2;1;3;1;1
61;6;7;52;12;12
997;993;1110;925;1378;949
2;1;2;1;2;3
180;154;177;33;62;87
534;509;525;491;659;519
2;4;4;2;1;0
153;83;50;80;38;108
25;13;34;17;3;14
28;49;42;41;40;22
1452;1399;1366;1364;1081;1385
260;150;123;207;200;289
132;140;139;131;155;111
28;32;28;22;21;34
0;0;0;0;2;0
559;572;351;363;569;635
1;2;2;2;2;3
1375;1310;1042;1363;1520;1036
181;146;215;137;48;352
2;0;43;10;91;6
331;312;235;243;464;85
141;182;119;53;91;47
3;0;0;6;8;1
2;0;10;8;59;22
657;461;757;502;728;1068
87;118;79;64;45;99
83;73;161;151;155;180
10;7;12;19;8;9
99;53;25;88;29;38
470;430;593;532;786;1071
46;72;109;80;88;62
14;29;4;31;7;34
323;459;342;350;403;426
85;16;73;59;27;13
247;234;180;189;113;256
2;1;2;2;4;2
113;87;63;219;52;65
6;5;3;1;7;7
80;118;184;86;46;112
8;1;12;39;8;5
2;2;1;2;4;1
91;154;138;225;6226;241
172;243;253;281;401;194
12;4;19;6;0;3
695;1111;994;1479;582;828
1;0;1;0;1;8
1;1;1;1;1;1
51;23;35;13;36;20
91;13;3;2;4;15
3;2;7;3;0;2
23;22;34;26;55;42
100;58;33;158;199;74
1633;1077;1548;1391;1105;1598
12;26;36;4;21;26
58;77;105;99;25;70
795;630;407;704;589;474
60;28;21;9;30;45
98;65;142;76;119;197
447;636;621;502;640;567
191;215;144;235;134;115
2321;2000;1783;1819;1611;1209
1;1;1;1;1;1
8;21;3;20;42;36
2;6;15;3;6;4
87;177;101;189;247;171
1;9;1;0;2;12
120;50;90;63;27;45
58;67;77;62;32;79
312;296;235;411;352;354
417;195;396;240;283;447
5;7;6;7;5;22
8;11;25;36;21;36
43;28;44;52;47;35
3;5;5;1;1;4
1004;968;780;868;927;1424
0;1;0;1;1;3
264;329;218;299;144;211
312;210;228;217;257;201
1;1;1;1;1;1
0;1;2;4;1;1
12;11;84;56;30;7
75;24;40;5;6;60
4;15;6;5;4;8
103;300;302;212;203;241
7;3;0;1;32;2
126;69;148;85;139;106
359;238;214;141;204;229
5;3;3;1;3;7
10;5;6;1;10;9
6;10;12;1;22;4
28;16;3;2;8;20
4;2;2;6;130;3
43;30;63;65;30;68
588;522;380;318;258;340
63;73;98;49;58;48
88;83;75;112;39;126
9;9;20;26;14;23
411;188;259;353;266;400
1;1;1;1;1;1
460;432;535;246;690;327
5;12;6;19;10;9
2;2;2;1;2;1
7;2;2;17;1;0
2;11;2;0;2;0
1019;870;824;764;956;431
62;59;55;26;35;28
92;55;19;14;2;31
10;2;2;3;9;12
232;212;411;106;417;261
2;20;7;28;2;21
3;3;7;3;7;4
15;43;24;28;21;26
4;4;0;2;0;1
109;90;101;184;125;51
180;103;217;210;133;120
150;117;100;200;213;33
1;1;0;10;0;1
61;22;56;105;32;13
0;14;4;20;45;0
36;73;44;34;15;75
2;1;28;1;2;0
3245;3522;2777;3682;3343;3452
1;1;1;1;1;1
256;452;522;389;333;353
4277;4104;5079;6266;4762;4243
668;830;640;828;421;737
15;20;25;18;52;57
276;343;250;280;283;111
7;3;8;3;4;1
20;9;18;15;16;27
7;6;11;15;9;9
12;7;12;12;4;26
21;12;13;5;3;4
0;0;4;0;1;0
10;43;1;41;1;91
56;638;15;31;95;102
8;33;51;7;32;22
243;194;146;137;117;213
5;3;1;1;3;1
7;6;4;4;8;10
6;42;44;72;36;27
1;1;1;0;1;2
193;2673;246;372;436;243
1308;1345;1204;1171;830;1678
1;0;2;1;0;2
1;1;1;1;1;1
19;55;58;9;53;14
7;5;3;10;23;13
8;0;1;18;8;0
1;2;2;2;1;1
0;0;1;4;3;0
25;33;84;36;64;36
29;15;18;23;16;11
140;96;90;178;92;145
1;2;2;1;1;3
130;168;88;182;72;185
560;626;681;1144;748;665
16;3;40;19;4;72
19;18;19;19;4;36
1;1;0;2;1;5
0;0;3;1;0;0
0;1;1;1;2;2
5;4;2;3;3;7
73;52;73;54;100;81
3;23;20;7;14;15
0;0;1;0;0;0
45;10;23;11;18;22
2;1;1;2;2;1
68;146;31;67;37;45
0;2;1;2;1;0
54;13;23;13;109;8
1053;1256;1756;1745;1932;1442
64;149;134;208;208;93
10;0;7;3;0;0
1;0;0;1;1;0
118;103;64;81;76;30
165;119;156;74;83;163
2;1;2;0;3;1
91;41;56;66;57;121
1;1;1;1;1;2
194;523;177;363;331;327
